Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2026-08-21 05:31:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7496438915046961152,"As I left an agent reading through a particular internal web site to explore for patterns of information I had in mind, I used the unattended time of 30 minutes to think through my experiences and aspirations in the AI-space. Most things I ask don't free up 30 minutes, but I set them up more as botsitting. Knowing what I would learn without learning each step through exploring isn't the case. Tasks such as ""write test cases"", if they go any deeper than appearance of documentation and target results, are a lot more complex than the surface says. And while those of us deeper than the surface are now doing world favors by writing that into skills, figuring it out is still kind of short loop. ""
""""
""I have been categorizing things. Doing things alone, prompt engineering, will up your skill. Doing things with the team is socially a lot more challenging - avoided files do not change the experience. The unattended side of longer requests introduce a new challenge on filling the freed time. ""
""""
""We are building systems around AI for people to remain accountable. In level of details that entails, it's definitely a journey.","","",MEMBER_NETWORK
2026-08-20 08:23:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7496119784384815104,"I enjoy connections and conversations, with a twist I have called 'socially awkward extrovert'. My brain imagines people don't want to talk with me as default, and it does not stop me at all, but it has made me very creative in finding ways to say that I am available for anything you see useful. So instead of sliding into anyone's DMs which by my DMs is the prevalent way of doing things, I tell in public: *Let me know if I can help*.  ""
""""
""For now, I experiment with open slots of calendar on Fridays for self-service scheduling: ""
""https://lnkd.in/djrihE6E ""
""""
""Here are some services of CGI you could ask through me:""
""- ""We need testers at scale, and we were thinking of getting them from nearshore/offshore""""
""- ""We take software development seriously, could you help us improve""""
""- ""We want to move to agentic slices of testing, can you bring us agents that stay around when you leave""""
""- ""We need a really good tester, can you give us one you coach, or one connected with your network""""
""""
""I know some people even when I am not the person to help. And I run the kind of testing service that in short term makes some of our other services smaller, enabling space for doing something new with that capacity. It's harder to do if you aren't connected to the whole portfolio of services.","","",MEMBER_NETWORK
2026-08-19 16:05:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7495873516664434688,"Olen vuosien varrella luonnehtinut itseäni sarjavapaaehtoiseksi ja yhteisöfasilitaattoriksi, ja tiputin ne itse valitsemieni titteleiden listalta vasta pari vuotta sitten. Nykyisin en vedä yhteisöjä, osallistun aktiivisena jäsenenä. Tänään luin 55 Rise and Shinen työttömille suunnattua vapaaehtoistyön opasta, ja jäin miettimään tätä: ""
""""
""""Työ ei saa kohdistua elinkeinotoimintaan tai tehtäviin, joita yleisesti tehdään työsuhteessa.""""
""https://lnkd.in/dPy9Yk2i""
""""
""Ohjelmistokehitys pyörii avoimen lähdekoodin projektien päällä, ja täysin samoista tehtävistä näissä projekteissa joskus maksetaan vastiketta, mutta yleensä ne tehdään vastikkeetta. Pääsääntöisesti, projektin ydinpiiriä lukuunottamatta ne tehdään vastikkeetta. Tietyissä projekteissa vastike tarjotaan tekemisen jälkeen, ja siitä ei erityisesti kerrota ennakkoon kannustimena. ""
""""
""Ohjelmistokehityksen yhteisötapahtumat pyörivät niin että samoja tehtäviä tekevät yhdistyksen palkatut, ja niiltä osin kuin löytyy, vapaaehtoiset vastikkeetta. ""
""""
""Olen toivonut näkeväni ihmisten portfolioissa oikeita esimerkkejä open source projekteista, mutta raja tässä on hieman jännittävä.""
""""
""Tästä näytti työ- ja elinkeinoministeri lausahtaneen eilen: https://lnkd.in/dizgGYc4","","",MEMBER_NETWORK
2026-08-19 09:07:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7495768270957072384,"Testaus on ongelmallinen sana. Mitäs jos sen sijaan puhuttaisiin palautteesta? ""
""""
""Kun testausta etsii projektin suunnitteluissa, se jostain syystä laajamittaisesti ajatellaan tehtävänä tai parina (""yksikkötestaus"", ""integrointitestaus"", ""järjestelmätestaus"" ja ""hyväksymistestaus"") ja sijoitetaan tekemisen loppuun. Työmäärät jotka siihen varataan ovat pääsääntöisesti liian pieniä ja liian myöhään. Eikö me siis oteta testausta vakavasti? ""
""""
""Kun ohjelmistokehitys otetaan vakavasti, testaus on sisään rakennettuna, jatkuvasti. Sen sijaan että koodikatselmoinnissa etsitään ""järkeviä itsenäisesti testattavia kokonaisuuksia"", rakennetaan jatkuvaa kyvykkyyttä ja testeillä ohjataan koodiin päätyviä design-päätöksiä jo paljon ennen kuin itsenäiset testattavat kokonaisuudet syntyvät. ""
""""
""Päätin tuossa alkaa rakentaa puheenvuoroa koodikatselmoinneista, työotsikolla Lusikalla syötetään: koodikatselmoinnin vastuut, näkökulmat ja tekoälyn aikakausi. Palautetta ei kaadeta ämpärillä, vaan tarjoillaan oikea-aikaisesti sopivan kokoisina palasina. Ja minulle juuri se on testausta.","","",MEMBER_NETWORK
2026-08-18 14:31:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7495487570341113856,"A developer colleague at CGI has started blogging, and I enjoyed his takes on a year with Claude Code. If you are looking for breaking it down from an experiences perspective, I think he is worth a read: https://etolmachev.dev ""
""""
""My favorite bit was ""
""""“Did it save time?” mixes two measurements:""
""- Have I done this task faster?""
""- Could I work on something else while the agent was running, or did I need to keep watching?""""
""""
""Obviously because working through structures for the latter has been a focus on my figuring things out recently, and he expressed it in a really clear way.","","",MEMBER_NETWORK
2026-08-18 11:17:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7495438834193829889,"*millaisen yrityksen se pakottaa rakentamaan*. Erityisen erinomaisesti tiivistetty. Onneksi kukaan ei ole väärä pysyvästi, vaan asioita korjataan oikeiden keskusteluiden kautta.","","",MEMBER_NETWORK
2026-08-18 09:52:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7495417341858562049,"Mä melkein elän näitä päiviä varten. Tein siis tänään TET-paikan tarjoamispäätöksen. Eri tasoiselle työssä oppimiselle tilaa, paikka kerrallaan. ""
""""
""Tällä kaksiviikkoisella teemme merkittävää työtä mittareiden parissa. Siinä sivussa saattaa joutua oppimaan commitin ja pull requestin eron. 🤩","","",MEMBER_NETWORK
2026-08-18 05:35:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7495352681306345472,"""Let's end this debate, once and for all"" - how's that working for you? I find it a flag of illusion to think that anything you have an opinion on would end a debate, it just fuels it. What ends the debate is walking away from the fire. ""
""""
""The debates I recognized I walked away this morning: ""
""- Playwright vs. Selenium ""
""- Engineering managers should / should not code ""
""""
""My mind space today is on IaC testing, and how all it took for a lovely developer colleague to do good on three levels of that was to ask for it on the PR that introduced infra. Knowing to ask for things you don't know is hard, and I just love how welcome feedback is when it is better timed.","","",MEMBER_NETWORK
2026-08-17 08:29:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7495034025145851904,"I've seen a four leaf clover. Now I also know that likelihood of a four leaf clover is 1 in 10 000, and that the Guinness world record of single stem with leafs is 63. I thought about clovers, because I was thinking about how we set expectations for testing. ""
""""
""I believe we should not teach testing as easy with things everyone can find. I have been in teams where it is like that, and called those team pizza box teams. Your job as tester in a team should not be reminding that big visible items of trash of any kind should not be lying around. If it is, your 1st item of business is to have conversations that change the idea of how we deal with basics, and building a foundational culture of quality. ""
""""
""So today I am suggesting that instead 'kicking tires' and finding out things with intuition that anyone with care and time could go for, testing is more like hunt of the four leaf clovers. They are there even when you don't find them. There are techniques of directing attention that make the hunt rewarding, and exploratory means you continuously learn and adapt the hunt, while tracking the coverage. ""
""""
""Would people take a job as four leaf clover hunters if they never saw one? Or would they need a field that made the hunt rewarding, changing the odds? But also, if there was already a pile of recently found ones, would adding one more to the pile be rewarding to anyone?","","",MEMBER_NETWORK
2026-08-14 18:20:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7494095624972435456,"Met up with Marko ""NarsuMan"" Rintamäki today to talk about the great testing course he runs at JAMK. Realizing the mindmap of me exploratory testing on an earlier target they had is already 11 years old (!), I could not resist a bit of testing. ""
""""
""So for a Friday evening, I spawned up PrestaShop locally on my machine, and fixed the issues I ended up with Colima (my Mac docker tool) not supporting something this was relying on, and dealing with redirects that wouldn't work, all within setting up my docker compose file. This part Narsu called ""ops"", and I expect testers to be able to do this, particularly with these nicely containerized web things, but also with what used to be installing the whole windows machine back in my starting days. ""
""""
""It was very obvious that how I explore has changed in 11 years. The first thing I did is add two Playwright tests to remind myself where the main page and admin page are located. An the second thing was touring the UI, listing problems. I would be foolish to not use AI for this work, but also I would be foolish if I stopped here. ""
""""
""The interesting part starts after this, and I have options: ""
""- I think I will inject a fuller agentic playwright framework into my exploratory project, to support continuously documenting my insights so that changing the latest of PrestaShop still allows me to be in control""
""- I would list areas / features I would investigate deeper. Most likely I would start with taking control over the data, because the defaults will hide all the interesting problems. ""
""- I would revisit the open source projects known issues list, and see if I can score some insight into what they actually care about. ""
""""
""The meta I set out to explore though, is if we need injected bugs for teaching. My theory of teaching says no. Our production versions are target rich enough without injecting anything. Let's talk about that after I spend a few hours going deeper. ""
""""
""Getting here, git tells me took less than 2 hours. ""
""1 hour ago   Initial commit""
""https://lnkd.in/dn7_538V ""
""""
""This is exploratory testing.","","",MEMBER_NETWORK
2026-08-14 07:56:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493938512979881984,"""I have called this singing in the dark because that is what it sounds like from a few steps back: a profession keeping its own spirits up, at volume, in a room where nobody else can hear it."" - Katja Obring""
""""
""https://lnkd.in/dHvpwFgT","","",MEMBER_NETWORK
2026-08-14 06:58:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493924064995164160,"Tänään, Elon promoamana, on työystävänpäivä. Kun kaksi vuotta sitten tulin CGI:lle, tämän liiketoimintayksikön vuositavoitteissa kaikilla oli hankkia/ylläpitää työystävä, ja se oli minusta oivaltava. Koronan jälkeisenä aikana etätyöt yleistyivät, ja tuntui kuin melkein tarvitsi kannustusta muodostaa niitä uusia työystäviä verkostomaisessa työtavassa. ""
""""
""Laitoin siis tänään henkilökohtaisia arvostusviestejä muutamalle työystävälle. Ne oli minulla niitä kavereita, joiden takia tulee toimistolle lounaalle, joita kohtaa alakerran kahviossa ja synnyttää uusia ideoita, joilta saa taustatukea silloinkin kun haluaa hehkuttaa tai lohduttaa jutuissa joita ei julkisesti voi puhua. ""
""""
""Vietämme ison ojan ajastamme töiden äärellä. Vaihtaessa organisaatioita työntekijänä, tai vaikka konsulttinakin huomaa että työystävät on päivän suola, sokeri ja kakunkuorrute. ""
""""
""#työystävä #työystävänpäivä","","",MEMBER_NETWORK
2026-08-14 05:18:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493898717247373312,"It's been four years since I last run a workshop on designing test ideas specific to a small batch. Building iteratively and incrementally in small batches and related testing skills were (are) a skill that was needed, and the simulation exercise of doing this showed how wide a gap was built between increments and end-in-mind planning. ""
""""
""When our attentions move and shift, we do other things than we used to. Many of the games and exercises around agile are no longer around, as they lived with their instructors. The marshmallow challenge has lived long, and I still occasionally see people playing elephant carpaccio. ""
""""
""Modern training feels a lot like recorded talks available on a platform, and competition of platforms.","","",MEMBER_NETWORK
2026-08-13 19:33:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493751691763310593,"Is testing really that hard? Honestly, I don't know. It does not feel easy and I might be going about trying to make sense of it the wrong way. I may still be learning to figure out what the right way is. ""
""""
""If it was easy and fit the few days people like to schedule for it, I would not be watching the loading... indefinitely for adding an image to my post on LinkedIn. How did I add the picture then? A workaround, because there are always many ways do try and do the ""same but different"". ""
""""
""If it was easy, people testing https://lnkd.in/dNxry3id would easily figure out the 37 inputs and the 65 bugs *that I know of*, on an application as simple as one text field all logic in frontend. ""
""""
""But I do make it harder in my head, trying to figure out how to make space for it and explain it to people. I would like more software to work when we use it.","","",MEMBER_NETWORK
2026-08-13 18:02:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493728663645917185,"Tein jutun, jonka olen tehnyt *monta* kertaa testauspäällikön roolissa monitoimittajaprojekteissa, mutta tällä kertaa visuaalisesti vibekoodaamalla. ""
""""
""Selitin samaa asiaa kuin mistä julkaisin ensimmäisen akateemisen artikkelini vuonna 2003: yksikkö-, integraatio-, järjestelmä- (end-to-end), ja hyväksymistestaus sellaisenaan tarkoittavat paljon vähemmän kuin ajateltiin. ""
""https://lnkd.in/d8vhQ4SH""
""""
""Ne on ehkä V-mallin vesiputoukseen tuomat vastinparit, mutta ne olisi fiksua pilkkoa ihan toisella tapaa, ettei testaus olisi sen vesiputouksen lopussa julkaisun edessä kaikkine vaiheineen, aikamoisen teatterin kanssa. ""
""""
""Ehdotin siis että *integraatiotestaus* itse asiassa sisältää toteutusta ja inkrementaalista järjestelmätestausta. Ensimmäisessä testaajakulma on kevyt osallistuminen katselmointien kautta, ja toisessa toteutuksen aikana syntyvän automaation täydentäminen niin että testaus ei ala toteutuksen loputtua. Ehdotin että ""end-to-end testaus"" on merkittävästi pienempi kuin mihin se meinaa livahtaa, ja että sitä ajatellaan inkrementaalisena järjestelmätestauksena kolmannen osapuolen järjestelmän kanssa. Lisäksi toin näkyviin että ""end-to-end testaus"" tarvitsee kokoavaa järjestelmätestausta, jota ei ole suunniteltu ja luvattu, ja jonka odotukset kolmannen osapuolen toimesta ovat varsin merkittävät - niinkuin usein on kun kokonaisuuteen tulee sen oman järjestelmän osan lisäksi tusinan verran muita. Ja ehdotin erotettavaksi *hyväksymistestauksessa* kaksi eri hyväksymistestausta vaikka ne saattavat tapahtua sovitusti samassa kalenteriajassa: sen osan josta toimitusvastuu, ja sen järjestelmän johon osa liittyy.""
""""
""Mitä opin? No ainakin sen että visuaalisesti itselleni askeleet on nyt todella selviä ja oikeaan aikaan pystyy viemään loppuun hallitusti haluamiaan osia. Ja että kaikki muut toivoo että testaus voisi olla suoraviivaisempaa ja helpompaa. ""
""""
""Jutellaan siitä uudestaan sitten kun tämän oivalluksen projektit päätyy onnistumaan aikataulussa ja laadussa, kun taas ilman tätä törmätään keskusteluun testauksesta pullonkaulana ja laadusta ongelmana.","","",MEMBER_NETWORK
2026-08-13 08:49:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493589419057233920,"Comfort in concepts. That is, I have found it difficult to describe what my work is, and Pia Kiviranta posting on concepts of Interim and Fractional made some sense in how I could think about it. ""
""""
""Right now I am: ""
""- Fractional as AI-enhanced application testing Director, managing a team of 9 testers""
""- Fractional for two significant clients in a role of bridging QA change""
""- Interim and Fractional Director of Consulting, managing a team of 12 developer""
""- Consultant in particular gigs""
""""
""I have found it difficult to wrap my head around the juggling and explaining it, and I am appreciating the words. It's career growth for me to be considered for roles that are fractional, and mutually supportive. And being trusted with a role that is both interim and fractional from June onwards fits me well. ""
""""
""Being a fractional tester with 10-20% allocation takes a different perspective. This is usually something for management roles, but I can see the requests of this increasing. Not sure if I could make that make sense.","","",MEMBER_NETWORK
2026-08-12 14:46:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493316955593048066,"Paired on *Capture the Bugs* with Ru Cindrea 🔜 Gamescom, this time on adding statistics page. Turns out someone found a bug we had not yet found, and did not submit it even in the application. This one was something introduced by us putting the app in an iframe, and not testing the old features in a new frame. ""
""""
""This particular one was not self-verifying data, whereas a lot of the things we could see was identifying things we try and the ways we demo. We used to know that technique as clear-text way of reading source of particular data you would see elsewhere, but with AI we might be seeing consistent styles and groupings as well. Our fingerprint was recognizable.  😀 ""
""""
""For learning how to would you 'test a text field' with versatile inputs, and a tiny application with results baseline comparison, you can try out: ""
""https://lnkd.in/dNxry3id","","",MEMBER_NETWORK
2026-08-12 13:07:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493292042458914816,"The blockers of *time* and *shame*. Those two have real benefit stories in genAI use. People are doing things they weren't doing before, learning things they weren't able to do before. ""
""""
""There are two collected experiences in particular in my mind from space of test managers: ""
""- doing an excel (complex one)""
""- creating a Jira dashboard (tailored one)""
""""
""These two at first feel to me like things I learned to do 20 years ago. Granted, I took an advanced excel course to be comfortable with pivot tables and macros. And I was awarded the opportunities of configuring Jira for too many organizations over the years to learn the limits and possibilities of the tool. I was surprised the others hadn't learned those. ""
""""
""Eventually, I got to the realization with a little nudging of great folks of Mastodon:""
""- we start our 10x from very different points, and appreciating the variety of skills and contributions in necessary""
""- adding shame won't help, and the best of genAI is removal of shame, allowing for time to do things we never did before but delegated or left undone. ""
""""
""GenAI as learning tool is valuable.","","",MEMBER_NETWORK
2026-08-12 09:29:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7493237228874276864,"Hyödyllistä tekoälynkäyttöä? Otin julkkarikilpailutuksen asiantuntijavaatimukset täysiin pisteisiin, täydet pisteet saaneen toimittajan tuntihinnan asiantuntijalle (49€) ja pyysin muotoilemaan työnhakuilmoituksen pätevälle asiantuntijalle oikealla palkkatasolla. ""
""""
""Nauratti. Itketti. Nauratti. Päätin että julkaisen nämä vasta kun mulla on sen kokoinen sample kasassa että päästään ilmiön äärelle. ""
""""
""Tuli selväksi että jokin systeemi tässä on ympärillä oltava, koska sillä palkalla ei saa sitä osaamista. Ja jos siihen asiakkuuteen rekryäisi kaikilla niillä vaatimuksilla, hakijoita ei taitaisi olla pilvin pimein saatavilla, jos ollenkaan. ""
""""
""Onko muilla yhtä hyödyllistä tekoälynkäyttöä ilmiöiden tarkastelussa?","","",MEMBER_NETWORK
2026-08-11 09:59:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7492882396372115456,"Many of us have learned that Grace Hopper coined the advice that it is better to ask for forgiveness than permission. . Elizabeth Ayer shifted me fundamentally, when he built on Hopper and suggested *radiating intent*. ""
""""
""We are, in our projects, often waiting for someone else to decide. Be it choice between Terraform and Bicep or our mutual commitment to showing a plan to a client or what day of the week we are meeting for breakfast at office, we expect ""other"" to contribute, and yield to a degree where things don't move forward. ""
""""
""A good way of doing things that aren't quite up your alley is to radiate intent. I was inspired to think about it as I posted to my project teams that I'm picking up work that wasn't mine, needs doing, and got pushback on a necessary conversation we had first. Doing something, visibly, is a great way for taking things forward. You will notice you are rarely being blocked for a conversation when you radiate intent.","","",MEMBER_NETWORK
2026-08-10 18:04:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7492642027793293312,"Whenever I book flights to a conference I promised to speak at, I remember the realities:""
""- This means 16-18 hours of travel, and that is just the flights, each direction. ""
""- This means investing money out of pocket in relevant scale to usually be compensated after the event.""
""- This means a week away from work and family""
""""
""But it also means extending myself to a community somewhere else, hoping they not only benefit from the talks I put a lot of effort into making them useful and grounded in practice I live in majority of my working days, but also me fully being there and willing to help anyone who is there.""
""""
""See you at PNSQC in Portland, Oregon, USA October 12-14th to figure out testing together? 🧳","","",MEMBER_NETWORK
2026-08-10 15:27:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7492602473979953152,"Tunti pariopiskelua teemalla ""AI 3rd party integrations"". Päädyttiin laittamaan kuntoon ja kokeilemaan yhdistelyskenaarioita Jira ja Figma MCP:illä, Playwright CLI:llä ja tarkkailemaan tokenkäyttöämme Codeburnilla. Isoin hikka: Playwright CLI vs. MCP, piti tietää mikä näiden ero on. Pari ehdotettua käyttöskenaariota ehdittiin kokeilla alkuun.","","",MEMBER_NETWORK
2026-08-10 08:09:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7492492198521782273,"Year 2008 this was one of my slides on talking about testing in the industry for students at a university visit. Ideas about why testing exists were more incorrect than they are today, when AI makes everyone in dire need of testing, but the ideas about testers are taking steps backwards. ""
""""
""I find it almost reasonable to say that it is hard sell of extra testing (professional testers) when the client already buys teams where service promise includes it all. So the question these days is who holds control over how to emphasize viewpoints in software teams. ""
""""
""Makes it easier to see why in last 10 years, the client sector has moved to owning software development and acquiring services - they have control over this mix.","","",MEMBER_NETWORK
